Problem,Package,File,Priority,Line,Description,Rule set,Rule
1,org.apache.pulsar.broker.authorization,dataset\projects\pulsar\pulsar-broker-common\src\main\java\org\apache\pulsar\broker\authorization\AuthorizationProvider.java,3,49,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.apache.pulsar.broker.authorization,dataset\projects\pulsar\pulsar-broker-common\src\main\java\org\apache\pulsar\broker\authorization\AuthorizationService.java,3,19,A value of 24 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.apache.pulsar.broker.authorization,dataset\projects\pulsar\pulsar-broker-common\src\main\java\org\apache\pulsar\broker\authorization\AuthorizationService.java,3,59,The class 'AuthorizationService' has a total cyclomatic complexity of 144 (highest 9).,Design,CyclomaticComplexity
3,org.apache.pulsar.broker.authorization,dataset\projects\pulsar\pulsar-broker-common\src\main\java\org\apache\pulsar\broker\authorization\AuthorizationService.java,3,59,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.apache.pulsar.broker.authorization,dataset\projects\pulsar\pulsar-broker-common\src\main\java\org\apache\pulsar\broker\authorization\MultiRolesTokenAuthorizationProvider.java,3,58,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
2,org.apache.pulsar.broker.authorization,dataset\projects\pulsar\pulsar-broker-common\src\main\java\org\apache\pulsar\broker\authorization\MultiRolesTokenAuthorizationProvider.java,3,156,"The method 'getRoles(String, AuthenticationDataSource)' has a cyclomatic complexity of 13.",Design,CyclomaticComplexity
1,org.apache.pulsar.broker.authorization,dataset\projects\pulsar\pulsar-broker-common\src\main\java\org\apache\pulsar\broker\authorization\PulsarAuthorizationProvider.java,3,19,A value of 26 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.apache.pulsar.broker.authorization,dataset\projects\pulsar\pulsar-broker-common\src\main\java\org\apache\pulsar\broker\authorization\PulsarAuthorizationProvider.java,3,60,"Possible God Class (WMC=48, ATFD=93, TCC=22.673%)",Design,GodClass
3,org.apache.pulsar.broker.authorization,dataset\projects\pulsar\pulsar-broker-common\src\main\java\org\apache\pulsar\broker\authorization\PulsarAuthorizationProvider.java,3,60,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.apache.pulsar.broker.limiter,dataset\projects\pulsar\pulsar-broker-common\src\main\java\org\apache\pulsar\broker\limiter\ConnectionController.java,3,70,The method 'increaseConnection(SocketAddress)' has a cyclomatic complexity of 12.,Design,CyclomaticComplexity
1,org.apache.pulsar.broker.resources,dataset\projects\pulsar\pulsar-broker-common\src\main\java\org\apache\pulsar\broker\resources\ClusterResources.java,3,19,A value of 21 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.apache.pulsar.broker.resources,dataset\projects\pulsar\pulsar-broker-common\src\main\java\org\apache\pulsar\broker\resources\ClusterResources.java,3,39,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.apache.pulsar.broker.resources,dataset\projects\pulsar\pulsar-broker-common\src\main\java\org\apache\pulsar\broker\resources\NamespaceResources.java,3,19,A value of 25 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.apache.pulsar.broker.resources,dataset\projects\pulsar\pulsar-broker-common\src\main\java\org\apache\pulsar\broker\resources\NamespaceResources.java,3,48,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
3,org.apache.pulsar.broker.resources,dataset\projects\pulsar\pulsar-broker-common\src\main\java\org\apache\pulsar\broker\resources\NamespaceResources.java,3,256,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.apache.pulsar.broker.resources,dataset\projects\pulsar\pulsar-broker-common\src\main\java\org\apache\pulsar\broker\resources\ScalableTopicResources.java,3,19,A value of 31 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.apache.pulsar.broker.resources,dataset\projects\pulsar\pulsar-broker-common\src\main\java\org\apache\pulsar\broker\resources\ScalableTopicResources.java,3,64,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
3,org.apache.pulsar.broker.resources,dataset\projects\pulsar\pulsar-broker-common\src\main\java\org\apache\pulsar\broker\resources\ScalableTopicResources.java,3,201,The method 'handleNotification(Notification)' has a cyclomatic complexity of 11.,Design,CyclomaticComplexity
1,org.apache.pulsar.broker.resources,dataset\projects\pulsar\pulsar-broker-common\src\main\java\org\apache\pulsar\broker\resources\TopicResources.java,3,42,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.apache.pulsar.broker.validator,dataset\projects\pulsar\pulsar-broker-common\src\main\java\org\apache\pulsar\broker\validator\BindAddressValidator.java,3,60,"The method 'validateBindAddresses(ServiceConfiguration, Collection<String>)' has a cyclomatic complexity of 10.",Design,CyclomaticComplexity
1,org.apache.pulsar.broker.validator,dataset\projects\pulsar\pulsar-broker-common\src\main\java\org\apache\pulsar\broker\validator\MultipleListenerValidator.java,3,38,"Possible God Class (WMC=55, ATFD=48, TCC=0.000%)",Design,GodClass
2,org.apache.pulsar.broker.validator,dataset\projects\pulsar\pulsar-broker-common\src\main\java\org\apache\pulsar\broker\validator\MultipleListenerValidator.java,3,162,The method 'parseAdvertisedListeners(ServiceConfiguration)' has a cyclomatic complexity of 26.,Design,CyclomaticComplexity
1,org.apache.pulsar.broker.web.plugin.servlet,dataset\projects\pulsar\pulsar-broker-common\src\main\java\org\apache\pulsar\broker\web\plugin\servlet\AdditionalServlets.java,3,61,The method 'load(PulsarConfiguration)' has a cyclomatic complexity of 14.,Design,CyclomaticComplexity
1,org.apache.pulsar.common.configuration,dataset\projects\pulsar\pulsar-broker-common\src\main\java\org\apache\pulsar\common\configuration\PulsarConfigurationLoader.java,3,119,The method 'isComplete(Object)' has a cyclomatic complexity of 12.,Design,CyclomaticComplexity
1,org.apache.pulsar.common.configuration,dataset\projects\pulsar\pulsar-broker-common\src\main\java\org\apache\pulsar\common\configuration\VipStatus.java,3,85,The method 'checkStatus()' has a cyclomatic complexity of 14.,Design,CyclomaticComplexity
1,org.apache.pulsar,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\PulsarBrokerStarter.java,3,154,The method 'call()' has a cyclomatic complexity of 26.,Design,CyclomaticComplexity
1,org.apache.pulsar,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\PulsarClusterMetadataSetup.java,3,19,A value of 22 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.apache.pulsar,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\PulsarClusterMetadataSetup.java,3,68,"Possible God Class (WMC=66, ATFD=94, TCC=1.515%)",Design,GodClass
3,org.apache.pulsar,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\PulsarClusterMetadataSetup.java,3,68,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
4,org.apache.pulsar,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\PulsarClusterMetadataSetup.java,3,73,Too many fields,Design,TooManyFields
5,org.apache.pulsar,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\PulsarClusterMetadataSetup.java,3,221,The method 'main(String[])' has a cyclomatic complexity of 20.,Design,CyclomaticComplexity
6,org.apache.pulsar,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\PulsarClusterMetadataSetup.java,3,295,"The method 'initializeCluster(Arguments, int)' has a cyclomatic complexity of 24.",Design,CyclomaticComplexity
1,org.apache.pulsar,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\PulsarClusterMetadataTeardown.java,3,103,The method 'main(String[])' has a cyclomatic complexity of 16.,Design,CyclomaticComplexity
1,org.apache.pulsar,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\PulsarStandalone.java,3,62,"Possible God Class (WMC=73, ATFD=40, TCC=7.420%)",Design,GodClass
2,org.apache.pulsar,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\PulsarStandalone.java,3,62,Too many fields,Design,TooManyFields
3,org.apache.pulsar,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\PulsarStandalone.java,3,267,The method 'start()' has a cyclomatic complexity of 14.,Design,CyclomaticComplexity
1,org.apache.pulsar,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\PulsarStandaloneBuilder.java,3,25,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.apache.pulsar,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\PulsarStandaloneStarter.java,3,48,The constructor 'PulsarStandaloneStarter(String[])' has a cyclomatic complexity of 17.,Design,CyclomaticComplexity
1,org.apache.pulsar.broker,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\PulsarService.java,3,19,A value of 127 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.apache.pulsar.broker,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\PulsarService.java,3,218,"Possible God Class (WMC=329, ATFD=358, TCC=9.483%)",Design,GodClass
3,org.apache.pulsar.broker,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\PulsarService.java,3,218,The class 'PulsarService' has a total cyclomatic complexity of 329 (highest 53).,Design,CyclomaticComplexity
4,org.apache.pulsar.broker,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\PulsarService.java,3,218,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
5,org.apache.pulsar.broker,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\PulsarService.java,3,218,Too many fields,Design,TooManyFields
6,org.apache.pulsar.broker,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\PulsarService.java,3,517,The method 'closeAsync(boolean)' has a cyclomatic complexity of 53.,Design,CyclomaticComplexity
7,org.apache.pulsar.broker,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\PulsarService.java,3,850,The method 'start()' has a cyclomatic complexity of 37.,Design,CyclomaticComplexity
8,org.apache.pulsar.broker,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\PulsarService.java,3,1273,"The method 'addBrokerAdditionalServlets(WebService, Map<String, Object>, ServiceConfiguration)' has a cyclomatic complexity of 11.",Design,CyclomaticComplexity
9,org.apache.pulsar.broker,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\PulsarService.java,3,2416,The method 'isValidMetricsName(String)' has a cyclomatic complexity of 14.,Design,CyclomaticComplexity
1,org.apache.pulsar.broker,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\TransactionMetadataStoreService.java,3,19,A value of 31 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.apache.pulsar.broker,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\TransactionMetadataStoreService.java,3,75,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.apache.pulsar.broker.admin,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\admin\AdminResource.java,3,19,A value of 43 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.apache.pulsar.broker.admin,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\admin\AdminResource.java,3,86,"Possible God Class (WMC=141, ATFD=159, TCC=4.108%)",Design,GodClass
3,org.apache.pulsar.broker.admin,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\admin\AdminResource.java,3,86,The class 'AdminResource' has a total cyclomatic complexity of 141 (highest 9).,Design,CyclomaticComplexity
4,org.apache.pulsar.broker.admin,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\admin\AdminResource.java,3,86,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.apache.pulsar.broker.admin.impl,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\admin\impl\BrokersBase.java,3,66,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.apache.pulsar.broker.admin.impl,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\admin\impl\ClustersBase.java,3,19,A value of 26 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.apache.pulsar.broker.admin.impl,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\admin\impl\ClustersBase.java,3,83,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.apache.pulsar.broker.admin.impl,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\admin\impl\FunctionsBase.java,3,56,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.apache.pulsar.broker.admin.impl,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\admin\impl\MetadataMigrationBase.java,3,85,The method 'startMigration(String)' has a cyclomatic complexity of 16.,Design,CyclomaticComplexity
1,org.apache.pulsar.broker.admin.impl,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\admin\impl\NamespacesBase.java,3,19,A value of 90 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.apache.pulsar.broker.admin.impl,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\admin\impl\NamespacesBase.java,3,129,"Possible God Class (WMC=290, ATFD=302, TCC=0.000%)",Design,GodClass
3,org.apache.pulsar.broker.admin.impl,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\admin\impl\NamespacesBase.java,3,129,The class 'NamespacesBase' has a total cyclomatic complexity of 290 (highest 10).,Design,CyclomaticComplexity
4,org.apache.pulsar.broker.admin.impl,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\admin\impl\NamespacesBase.java,3,129,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
5,org.apache.pulsar.broker.admin.impl,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\admin\impl\NamespacesBase.java,3,2866,The method 'mergeOffloadThresholdsForCompatibility(Policies)' has a cyclomatic complexity of 10.,Design,CyclomaticComplexity
1,org.apache.pulsar.broker.admin.impl,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\admin\impl\PersistentTopicsBase.java,3,19,A value of 124 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.apache.pulsar.broker.admin.impl,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\admin\impl\PersistentTopicsBase.java,3,159,"Possible God Class (WMC=316, ATFD=589, TCC=0.000%)",Design,GodClass
3,org.apache.pulsar.broker.admin.impl,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\admin\impl\PersistentTopicsBase.java,3,159,The class 'PersistentTopicsBase' has a total cyclomatic complexity of 316 (highest 36).,Design,CyclomaticComplexity
4,org.apache.pulsar.broker.admin.impl,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\admin\impl\PersistentTopicsBase.java,3,159,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
5,org.apache.pulsar.broker.admin.impl,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\admin\impl\PersistentTopicsBase.java,3,3198,"The method 'generateResponseWithEntry(Entry, PersistentTopic)' has a cyclomatic complexity of 36.",Design,CyclomaticComplexity
6,org.apache.pulsar.broker.admin.impl,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\admin\impl\PersistentTopicsBase.java,3,4745,The method 'internalValidateClientVersionAsync()' has a cyclomatic complexity of 10.,Design,CyclomaticComplexity
